id_number	mz	rtime	empCpd	neutral_formula	ion_relation	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	Bile_Acid_STD_HILICpos
F3331	758.2219	25.39	kp227_757.2134		M0,M+H+	24.47	26.96	3914	33951551	1.0	0.94	4010	1	33971551
F3333	760.2209	25.39	2469	C36H37O17	singleton	24.47	26.31	3916	17668690	1.0	0.93	2200	1	17683690
F3335	776.2321	25.78	kp228_775.2235		M0,M+H+	24.86	26.83	3917	41546922	1.0	0.97	4681	1	41562922
F3339	780.2295	25.65	102886		singleton	24.6	27.23	3921	3672594	1.0	0.97	426	1	3693603
F3340	832.2408	25.39	kp229_831.2327		M0,M+H+	24.47	26.31	3922	15314797	1.0	0.89	2037	1	15329797
F3342	834.2401	25.39	kp230_833.2307		M0,M+H+	24.6	25.52	3924	5501552	0.71	0.78	1221	1	5509552
F3344	846.4424	28.67	kp231_845.4353		M0,M+H+	27.88	29.85	3926	175999172	1.0	0.98	25743	1	176015172
F3347	850.2512	25.39	kp232_849.2428		M0,M+H+	24.6	26.96	3929	31146224	1.0	0.96	3608	1	31165224
F3349	851.3978	28.93	2471	C42H56N10O6S	singleton	27.49	29.59	3931	56026549	1.0	0.94	7272	1	56043549
F3350	852.2502	25.39	kp233_851.2411		M0,M+H+	24.99	25.91	3932	12247842	0.86	0.72	2369	1	12255842
F3352	867.3719	28.67	2472	C36H52N12O12	singleton	27.75	30.25	3935	83227495	1.0	0.94	10973	1	83247495
F3354	890.4848	297.18	2473	C45H73NO15	singleton	295.6	298.75	3938	2140892	0.84	0.89	57	1	2186608
F3356	906.2597	25.12	kp234_905.2513		M0,M+H+	24.6	26.31	3940	8066275	1.0	0.86	1046	1	8080275
F3360	921.6179	157.1	102887		singleton	155.92	158.54	3943	2318485	1.0	0.97	258	1	2351089
F3361	924.2699	25.39	kp235_923.2594		M0,M+H+	24.73	26.44	3944	17987982	1.0	0.93	2241	1	18001982
F3366	927.2691	25.39	102889		singleton	24.99	26.17	3947	6678141	1.0	0.86	1057	1	6688141
F3371	586.541	25.52	2477	C35H68O5	singleton	24.6	27.09	3683	14116963	1.0	0.92	2032	1	14136963
F3372	586.9512	116.99	2478	C11HF21O2	singleton	103.35	215.3	3684	35380255	1.0	0.74	8	1	36228591
F3373	999.2903	25.39	2479	C42H61ClN4O14S3	singleton	24.86	26.17	3953	7509150	1.0	0.81	1138	1	7520150
F3375	74.0959	1.95	102892		singleton	1.42	2.47	3956	758875	1.0	0.88	153	1	767878
F3376	74.0959	28.93	102893		singleton	28.41	29.59	3956	1248424	1.0	0.93	251	1	1258426
F3386	591.4961	25.39	kp238_590.4889		M0,M+H+	24.47	26.96	3695	30072888	1.0	0.91	3295	1	30092888
F3397	108.3091	28.67	102895		singleton	27.36	30.25	3969	8105969	1.0	0.98	780	1	8114924
F3398	594.2108	156.97	2492	C30H32ClN5O6	singleton	155.35	158.41	3699	3201178	0.94	0.95	221	1	3263195
F3399	108.3115	28.8	102896		singleton	27.62	30.38	3970	7286136	1.0	0.98	652	1	7346288
F3400	118.0829	246.16	102897		singleton	244.58	245.76	3972	1712140	0.8	0.77	59	1	883412
F3403	118.0903	245.89	_singleton_2493	C5H11FN2	singleton	244.58	246.55	3973	1909102	0.71	0.9	29	1	1973413
F3404	118.0903	248.65	_singleton_2494	C5H11FN2	singleton	248.26	249.57	3973	1860206	0.71	0.85	56	1	1947993
F3405	118.0903	250.1	2495	C5H11FN2	singleton	249.57	250.88	3973	1743520	0.74	0.95	65	1	1638014
F3413	195.1234	0.63	kp326_194.1162		M0,M+H+	0.11	1.03	3991	5968140	1.0	0.94	58	1	5976140
F3414	195.1234	48.1	kp439_194.1158		M0,M+H+	46.66	49.68	3991	6497706	1.0	0.9	10	1	6521706
F3415	196.1087	0.5	1128	C9H13N3O2	singleton	0.24	1.16	3992	5709948	1.0	0.88	376	1	5717948
F3451	598.9429	2.86	102903		singleton	2.21	4.44	3715	2457848	1.0	0.77	57	1	2474294
F3453	600.4683	0.5	2520	C30H62O10	singleton	0.11	1.16	3717	59038225	1.0	0.95	14418	1	59047225
F3454	600.5203	25.78	kp242_599.5126		M0,M+H+	24.73	27.36	3718	4547580	1.0	0.99	540	1	4580673
F3473	605.476	25.78	2529	C37H62O5	singleton	24.86	27.23	3726	2857528	1.0	0.93	283	1	2907427
F3474	607.3911	25.52	kp245_606.3833		M0,M+H+	23.94	27.09	3728	5904224	1.0	0.97	10	1	5949939
F3475	607.4702	25.39	kp246_606.4631		M0,M+H+	24.73	26.17	3729	15213148	1.0	0.85	2088	1	15225148
F3476	607.4702	26.57	2530	C40H62O4	singleton	26.44	27.09	3729	1627348	0.93	0.73	575	1	1633348
F3477	607.5661	25.65	kp247_606.5585		M0,M+H+	24.86	25.78	3730	5863670	1.0	0.73	1314	1	5871670
F3485	209.1031	0.63	kp350_167.0694		M0,ACN	0.11	1.16	4003	1811065	1.0	0.96	216	1	1820069
F3487	610.1843	25.39	kp248_609.1758		M0,M+H+	23.94	26.96	3737	87381729	1.0	0.98	216	1	87405729
F3495	230.1396	0.63	2536	C11H16O4	singleton	0.11	1.29	4012	1773497	1.0	0.93	356	1	1783500
F3496	238.1656	466.04	2537	C10H21NO4	singleton	453.17	500.57	4013	18014972	0.87	0.77	3	1	18377121
F3498	612.1827	25.39	2538	C26H29N2O14	singleton	24.21	26.96	3742	35209635	1.0	0.95	658	1	35231635
F3500	612.9594	3.0	102904		singleton	2.34	4.57	3744	1651622	1.0	0.75	113	1	1683264
F3502	243.0255	1.29	1885	C6H11O8P	singleton	0.9	1.81	4015	989125	1.0	0.88	7	1	997127
F3503	614.1811	25.52	kp460_1190.8762		M0,HCl, 2x charged	24.6	26.96	3747	4765416	1.0	0.99	565	1	4806013
F3504	278.9707	42.72	2540	C6H13Cl2N2PS2	singleton	41.14	44.16	4017	4460420	1.0	0.85	308	1	4636654
F3506	614.572	25.39	kp251_613.5657		M0,M+H+	24.6	26.96	3748	27432533	1.0	0.94	3819	1	27451533
F3513	615.8926	41.93	102907		singleton	40.36	43.51	3754	7913245	1.0	0.98	596	1	7972665
F3517	619.5274	25.39	kp252_618.5202		M0,M+H+	24.47	26.96	3759	44012474	1.0	0.93	4877	1	44032474
F3542	620.3019	281.02	2557	C36H45ClN2O5	singleton	275.64	287.46	3763	5557015	1.0	0.87	120	1	5654580
F3544	620.5308	27.23	2558	C39H73O3P	singleton	26.96	27.62	3764	667964	0.91	0.86	189	1	673964
F3545	620.8846	249.83	kp253_596.8927		13C/12C,Na/H	229.48	264.84	3765	12685911	1.0	0.82	56	1	12961512
F3546	621.3106	25.78	kp254_584.3266		M0,HCl	25.39	26.44	3767	9526067	0.75	0.75	1693	1	9535067
F3550	623.6845	1.29	102916		singleton	1.16	1.95	3771	21954659	1.0	0.82	6479	1	21961659
F3553	625.5403	26.44	2559	C38H70O5	singleton	25.26	27.62	3774	3006227	1.0	0.97	314	1	3041802
F3557	625.9784	116.99	102917		singleton	97.45	122.68	3776	30078094	1.0	0.85	9	1	13711386
F3558	625.9784	135.93	102918		singleton	122.68	156.97	3776	16651724	1.0	0.9	8	1	16906312
F3559	626.2161	25.52	kp255_625.2075		M0,M+H+	24.47	26.96	3777	4345577	1.0	0.99	485	1	4377956
F3564	628.1948	26.04	kp256_627.1861		M0,M+H+	25.12	27.23	3779	46771145	1.0	0.98	5286	1	46788145
F3565	628.5504	25.26	kp257_627.5429		M0,M+H+	24.6	26.7	3780	5820230	1.0	0.9	673	1	5931002
F3568	630.1932	25.78	2562	C31H34O14	singleton	24.86	26.44	3783	16729605	1.0	0.96	2383	1	16742605
F3569	631.1933	25.52	2563	C35H27F3N4O3	singleton	24.99	26.96	3784	4840075	1.0	0.79	582	1	4830875
F3570	632.9196	42.19	102921		singleton	41.01	42.98	3786	1599338	1.0	0.94	182	1	1632299
F3571	633.507	25.52	2564	C39H66O5	singleton	24.6	26.83	3787	6175481	1.0	0.99	623	1	6211331
F3572	635.5013	25.39	kp258_634.4941		M0,M+H+	24.6	26.17	3788	27024043	1.0	0.91	3632	1	27037043
F3586	666.4647	25.39	2574	C45H62O4	singleton	24.07	26.96	4029	6248995	1.0	0.93	10	1	6340438
